绑工资卡可以分期吗,绑可以分期
那为什么我设置的微信指纹支付用不了啊,指纹支付用不了
这个是怎么回事,这个是怎么回事
我重新设置了好几次了,重新设置好几次
噢好吧我再试几次尽量不恢复出厂吧好不容易一个下午才把软件什么的全部下好设置好,我再试不恢复出厂才把全部下好
那我填写了退货的快递单号后才退还到花呗是吗,才退还到花呗是
为什么不直接插在手机上,直接插在手机上
那和直接用充电头和数据线插在手机上有什么区别呢,那直接用充电头插在手机上有什么区别
可是还是需要数据线插无线充电器的插口啊,还是需要插口
怎么说现在,怎么说现在
包装什么都没打开,包装没打开
什么时候核实好,时候核实好
昨天让我恢复出厂设置,昨天让恢复出厂设置
麻烦问一下大概多少时间能回寄,麻烦问一下能回寄
不灵敏然后重新设置指纹,重新设置指纹
麻烦问一下我的耳机是否还在保修还有耳机的转接线,麻烦问一下保修还有转接线
那需要我把坏的耳机转接线邮过去吗,那需要转接线
哈尔滨市学府路5号黑龙江职业学院,5号黑龙江职业学院
开机显示的是移动4G网不要这样子的请发一退货地址吧,是请发退货地址
买来的时候还可以现在很小声,还可以小声
现在没有有时候会有时候不会,有时候不会
本来在你们这里买6799,买6799
官方才5399,才5399
现在还出现这些问题郁闷哦,还出现这些问题郁闷哦
怎么样才能到最新系统,才能到最新系统
我点下载并安装吗,点下载并安装
更新了没有什么影响吧,更新没有什么影响
为什么电池会耗电变快呢你们一般更新没,会耗电变快呢一般更新没
网上也查过你们手机电池不耐用用不了一年,也查不耐用
手机店说换个电池就好了,手机店说就好
还用检查吗明明就是电池问题,明明就是电池问题
你们小米手机电池不耐用是通病再说检查要到猴年马月,耐用是通病再说检查年马月
拿出你们的诚意寄快电池过来,拿出诚意寄快电池过来
看来只能投诉追差评,只能投诉追差评
你们的售后在哪里,售后在哪里
在吗未读手机壳收货返钱吧,未读手机壳收货返钱
手机也收货了返10元,也收货返10元
手机返10元手机壳返16元,手机返元手机壳返16元
这新机激活到现在一个月不到并且期间已升级最新版本不是恢复出厂的问题吧,新机激活到月不到
等我老婆回来试下吧手机是她的问题解决不了再回来,等是问题解决不了
我的手机有信没,手机有信没
手机什么毛病冲不进去电啊,毛病冲不进去电
华为8plus我刚买回来为啥指纹设置让输入有密码,刚买回来指纹设置让输入
没有设置过密码可是让输入密码呢,没有设置密码可是让输入密码
都是刚开机怎么让输入密码呢,都是刚开机
我连上充电器没有反应,充电器没有反应
而且那个替换腕带和膜也没有,那个替换腕带也没有
我用的就是华为的充电器,就是充电器
我手机就是华为的,手机就是华为
都已经充半个小时了,已经充半个小时
我这个是要送人的,这个是要送人
你检测需要多久,检测需要多久
直接给我换一个吧另外贴膜和替换手环也请给我发过来,换一个另外贴膜和替换手环也请给我发过来
你们家不是写的只换不修么,家不是只换
我现在已经出现故障了,已经出现故障
我不需要你换了,不需要你换
你们的货物出现了问题,货物出现问题
你店里保修一年是嘛我买了套餐8,一年是套餐8
手机在家不在我这,在家不在我这
我没收到任何信息,我没收到任何信息
刚打过了没人接,刚打过没人接
那我明天联系一下吧,明天联系一下
我手里就有一张卡,就有一张卡
怎么绑定你给说下,怎么绑定给说下
我聊天记录发给你叫你看,我聊天记录发给你叫看
当时说给我备注一下,当时说备注一下
我以为就好了,我以为就好
哪知道这样,哪知道这样
这个产品是你们卖的吗,产品是你们卖
我背你们这样的客服烦死了,我背客服烦死
你们为什么不说收到手机三天要激活,为什么不说收到要激活
你感觉你们卖这个付责任吗,你感觉你们卖
我把你们卖这个告诉平台,卖这个告诉平台
一开始你不说退,一开始不说退
我之前买这个有聊天记录我给平台看看你怎么对这个问题怎么处理的,之前买这个有聊天记录看看怎么处理
我一开始知道这样我为什么还要买,开始知道还要买
买了我就是想用的,我就是想用
现在结果是不能用,结果是不能用
你们这样就属于欺骗消费者,就属于欺骗消费者
这是事情不大假如买个人身保险保险不生效不去法院起诉吗,这是不生效
你们现在有处理办法没,现在有处理办法没
我就是想知道,就是想知道
就是没有办法了,就是没有办法
我花了钱总有一个处理结果吧,我花钱有一个处理结果
那有月租费么,那有月租费
那是里面有100元话费么,里面有元话费
麻烦问一下你知道月租是多少钱么,麻烦问一下你知道月租是多少钱
哦哦起换卡试试吧,哦起换卡试试
耳机怎么不是原装的,怎么不是原装
手机激活后官网多久能查到啊手机激活后官网多久能查到啊,能查到能查到
这手机是17年产都一年多了开机就没电了电池有点亏电啊,手机是开机
啥时候转过来,啥时候转过来
这个是我以前公司的,这个是以前公司
寄到那我要自己过去拿,寄到过去拿
刚拿到手机还不怎么会,刚拿到手机怎么会
没找到啊美女,没找到啊美女
没看到有设置拦啊,没看到有设置
没有啊只有拍摄录像还有延迟录像,没有录像还有延迟录像
只有又上角有个三这样的线又下角有三个圈,又上角有线又下角有个圈
没用过这款手机有点蒙了,没用过有点蒙
里面就是这些,里面就是这些
打开设置就是这个,打开就是这个
不是吧现在好多手机都有这个好吗,都有这个好
你这音箱是不是几块钱进来的,音箱是不是块钱进来
质量我看着都心好慌给我换杯子行嘛,我看着好慌给我换杯子
怎么可能呢我从安徽寄到深圳都是23起步的我又不是跟他们合作的哪有可能和你们一样的价格,都是又不是哪有可能
那你重新发个吧先试下好的再发,重新发再发
你拆了检查下我不怪你,你拆我不怪你
盒子上有个条形码,盒子上有个条形码
我想知道您那边能查到我机器的码吗,我想知道能查到码
那退货的话您怎么辨别机器是不是您家的,那退货机器是不是您家
那您怎么查不到我的码,怎么查不到码
不退货就是和同事的可能弄混了,不退货可能弄混
需要确认下哪个是我的,需要确认下哪个是我
都在一样不少,都在一样不少
我俩的外包装和机器的穿吗都能对上现在就是不知道哪个是我的,穿能对上不知道哪个是我
但是要是退货怕她退错货啊,要是退货怕她退错货
每家是不是有自己的码啊,每家是不是有码
那如果是我退货您怎么识别货是不是您家的,如果是我退货
她说我这个是她的,她说这个是她
对呀麻烦亲查下我的这个出库记录呗,呀麻烦出库记录
你在出库记录把码输进去不可以吗,输进去不可以
手机贴膜上面就用湿巾纸擦干就行了手机上没保护膜,擦干就行了上没保护膜
湿巾纸连水一起不用擦干就贴上对不,就贴上对不
两台手机设置天猫精灵连接手机热点但是热点和APP不在同一手机上可以将热点和APP设置在同一手机上吗,手机设置精灵连接不在设置在手机上
一台设置连几个WIFI吗,一台设置连个WIFI
那邮寄说明书的邮费商家承担么,商家承担么
而且上门取货并没有验货,而且上门取货并没有验货
我是不会承担这个运费的,我是不会承担这个运费
你们联系的上门取件人并没有验货,并没有验货
而且是产品有问题,而且是产品有问题
你们可检测下是不是产品有问题,产品有问题
这里面联系谁呢,里面联系谁
换个外屏要多少钱,换要多少钱
用别的手机拍照传不上去啊,拍照传不上去
明天我截图给你,我截图给你
为啥没有赠品,为啥没有赠品
这样就行了吗,这样就行了
有一个软件有时还打不开,有还打不开
手机才买了一个月就有点卡想不通,才买了一个月有点卡想不通
我试了真的和以前买的新手机不一样,我试不一样
这个真的是手机问题与软件没关系,真的是没关系
才买了一个月而且我还经常用我的旧手机就恢复出厂设置,才买一个月就恢复出厂设置
那说明你们这个手机真的不行,那说明真的不行
你们在西安有么有售后服务店,有么有售后服务店
荣耀10刚出的时候你们是不是有送一年碎屏险现在好像改了,你们是不是有送碎屏险
前两天已经打电话给我了但是还没有收到,已经打电话没有收到
亲请问早上可以完成退款吗,亲请问可以完成退款
你们退差价么,你们退差价
为啥是九十你们不是便宜了100呀,为啥是你们不是便宜100
我没有设置过账户,没有设置账户
进去选哪个呢,进去选哪个
在发一下可以吗,在发一下可以
我没看到双卡的插口在哪里,没看到插口在哪里
我点开看了一眼,点开看一眼
我发现我看不懂,我发现我看不懂
那我找个手机店问问吧,我找个手机店问问
大哥我不知道售后点在哪,不知道点在哪
